VIS_AREA_SQM,SWIR_AREA_SQM,VIS_PATCHES,SWIR_PATCHES,ENTITY_ID,SHAPE,VIS_CLOUDS,VIS_SHADOW,VIS_SHADOW_AREA,VIS_TRACKS,SWIR_SHADOW,SWIR_SHADOW_AREA,SWIR_NOISE,SWIR_CLOUDS,SWIR_TRACKS,SLC_ERR_AREA,SLC_ERR,,,,,,,
1282524.495,1149132.486,1,1,Multispectral_LC08_L2SR_063113_20151121_20201016_02_T2_MTL_clip,diffuse,0,1,49548.80236,1,1,64118.19708,0,0,1,0,0,,,,,,,
,,,,Multispectral_LE07_L2SR_060113_20050213_20200914_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
974479.6332,,1,,Multispectral_LE07_L2SR_060113_20030107_20200916_02_T2_MTL_clip,diffuse,1,1,99097.64795,0,1,45957.46518,0,1,0,0,0,,,,,,,
,,,,Multispectral_LE07_L2SR_060113_20020104_20200917_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,,,,Multispectral_LE07_L2SR_060113_20011219_20200917_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
433828.5402,280113.0155,1,1,Multispectral_LE07_L2SR_060113_19991230_20200918_02_T2_MTL_clip,diffuse,0,1,58621.73622,1,1,64160.6129,0,0,0,0,0,,,,,,,
816212.8654,,4,,Multispectral_LE07_L2SR_060113_19991214_20200918_02_T2_MTL_clip,diffuse,0,1,60009.49408,1,1,53676.42557,0,0,0,0,0,,,,,,,
,,,,Multispectral_LE07_L2SR_059113_20000124_20200918_02_T2_MTL_clip,no guano,1,0,0,0,0,0,0,1,0,0,0,,,,,,,
313941.2579,197792.4234,1,1,Multispectral_LE07_L2SR_060113_20071102_20200913_02_T2_MTL_clip,multicluster,1,1,76557.27579,0,0,0,0,1,0,141731.7345,1,,,,,,,
,,,,Multispectral_LE07_L2SR_060113_20090123_20200912_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
622797.4775,572035.649,3,3,Multispectral_LE07_L2SR_060113_20111113_20200909_02_T2_MTL_clip,diffuse,0,1,91465.03116,1,1,98573.58147,1,0,1,119034.7603,1,,,,,,,
1828864.413,704964.8658,4,5,Multispectral_LE07_L2SR_060113_20111129_20200909_02_T2_MTL_clip,diffuse,0,1,75022.35424,1,1,76002.00215,1,0,1,603768.0701,1,,,,,,,
798702.3668,,3,,Multispectral_LE07_L2SR_060113_20111215_20200909_02_T2_MTL_clip,diffuse,1,1,67894.39915,1,1,79513.69297,0,1,0,264142.1046,1,,,,,,,
4153074.907,3704633.394,6,6,Multispectral_LE07_L2SR_060113_20111231_20200909_02_T2_MTL_clip,diffuse,0,1,79627.14953,1,1,57035.4282,1,0,1,1355894.706,1,,,,,,,
,,,,Multispectral_LE07_L2SR_060113_20120201_20200909_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,248755.3149,1,,,,,,,
6926697.712,68261.49115,4,2,Multispectral_LE07_L2SR_060113_20130102_20200908_02_T2_MTL_clip,diffuse,0,1,73329.74682,1,1,66781.6836,1,0,0,1508767.893,1,,,,,,,
,,,,Multispectral_LE07_L2SR_061113_20010124_20200917_02_T2_MTL_clip,no guano,1,1,50253.22616,0,1,302286.0747,1,0,0,0,0,,,,,,,
544739.1702,,1,,Multispectral_LE07_L2SR_061113_20011210_20200917_02_T2_MTL_clip,diffuse,1,0,0,0,0,0,0,1,0,0,0,,,,,,,
764540.3207,,1,,Multispectral_LE07_L2SR_061113_20011226_20200917_02_T2_MTL_clip,diffuse,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
4010386.711,106602.7733,1,1,Multispectral_LE07_L2SR_061113_20021213_20200916_02_T2_MTL_clip,diffuse,0,1,78165.81051,0,1,63422.64829,1,0,0,0,0,,,,,,,
924029.5908,,1,,Multispectral_LE07_L2SR_061113_20021229_20200916_02_T2_MTL_clip,diffuse,1,1,62080.59294,0,1,66298.15608,0,1,0,0,0,,,,,,,
1589137.384,989472.8557,1,10,Multispectral_LE07_L2SR_061113_20030114_20200916_02_T2_MTL_clip,diffuse,0,1,67200.52174,1,1,68664.75748,1,1,1,0,0,,,,,,,
2128780.615,3442506.279,1,1,Multispectral_LE07_L2SR_061113_20070109_20200913_02_T2_MTL_clip,diffuse,0,1,56981.67288,1,1,77053.81765,0,0,1,207275.1355,1,,,,,,,
2390387.945,1920125.932,1,3,Multispectral_LE07_L2SR_061113_20071211_20200913_02_T2_MTL_clip,diffuse,0,1,54668.76606,1,1,50512.49515,1,0,1,0,0,,,,,,,
,,,,Multispectral_LE07_L2SR_061113_20080112_20200913_02_T2_MTL_clip,no guano,1,1,52692.25957,0,1,72142.52875,0,1,0,0,0,,,,,,,
5534630.06,793194.409,1,2,Multispectral_LE07_L2SR_061113_20090114_20200912_02_T2_MTL_clip,diffuse,0,0,0,1,0,0,1,0,1,0,0,,,,,,,
593130.5674,496841.7019,1,1,Multispectral_LE07_L2SR_061113_20101101_20200910_02_T2_MTL_clip,diffuse,0,1,64172.71653,0,1,104952.3135,0,1,0,0,0,,,,,,,
2525008.583,87570.36716,1,1,Multispectral_LE07_L2SR_061113_20111206_20200909_02_T2_MTL_clip,diffuse,1,1,62154.14988,1,1,40163.98969,1,1,1,0,0,,,,,,,
2105807.186,,5,,Multispectral_LE07_L2SR_061113_20111222_20200909_02_T2_MTL_clip,diffuse,0,1,61397.23205,1,1,69122.80301,1,0,0,0,0,,,,,,,
5734591.76,927352.5052,1,1,Multispectral_LE07_L2SR_061113_20120107_20200909_02_T2_MTL_clip,diffuse,0,1,59631.00963,1,1,67782.57219,1,0,1,0,0,,,,,,,
2743253.079,2377626.875,1,1,Multispectral_LE07_L2SR_062113_20011201_20200917_02_T2_MTL_clip,diffuse,0,1,61481.34048,1,1,71336.72091,1,0,1,0,0,,,,,,,
726858.0403,420839.6097,1,2,Multispectral_LE07_L2SR_062113_20021118_20200916_02_T2_MTL_clip,diffuse,1,1,73634.62881,0,1,66764.70214,0,1,1,0,0,,,,,,,
2295229.545,,1,,Multispectral_LE07_L2SR_062113_20021204_20200916_02_T2_MTL_clip,diffuse,0,1,55362.63634,1,1,59215.39617,1,0,0,0,0,,,,,,,
896349.9995,,4,,Multispectral_LE07_L2SR_062113_20061129_20200913_02_T2_MTL_clip,diffuse,1,0,0,1,0,0,0,1,0,338735.5706,1,,,,,,,
2362169.273,198787.6826,4,2,Multispectral_LE07_L2SR_062113_20061215_20200913_02_T2_MTL_clip,diffuse,0,1,66128.15708,1,1,88555.92127,1,0,1,598135.3497,1,,,,,,,
448243.7741,,2,,Multispectral_LE07_L2SR_062113_20061231_20200913_02_T2_MTL_clip,diffuse,1,1,21678.26675,0,0,0,0,1,0,146349.8385,1,,,,,,,
1797078.807,167442.717,3,1,Multispectral_LE07_L2SR_062113_20070116_20200913_02_T2_MTL_clip,diffuse,0,1,69860.36033,1,1,72787.19037,0,0,0,342173.2335,1,,,,,,,
213950.1764,987962.9073,2,3,Multispectral_LE07_L2SR_062113_20070201_20200913_02_T2_MTL_clip,diffuse,0,0,0,1,0,0,1,0,1,124812.5707,1,,,,,,,
,,,,Multispectral_LE07_L2SR_062113_20070217_20200913_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
424294.1954,286719.5863,2,2,Multispectral_LE07_L2SR_062113_20071116_20200913_02_T2_MTL_clip,diffuse,0,1,125864.3073,0,1,88844.31269,1,0,0,112407.902,1,,,,,,,
1434308.632,812971.1667,2,3,Multispectral_LE07_L2SR_062113_20071202_20200913_02_T2_MTL_clip,diffuse,1,1,36123.42324,1,1,62040.02966,1,0,1,292658.1968,1,,,,,,,
2689957.971,379010.8133,3,3,Multispectral_LE07_L2SR_062113_20071218_20200913_02_T2_MTL_clip,diffuse,0,1,84915.31261,1,1,58536.80479,1,1,1,722181.6319,1,,,,,,,
340332.7343,,2,,Multispectral_LE07_L2SR_062113_20080103_20200913_02_T2_MTL_clip,diffuse,1,1,180943.053,0,0,0,0,1,0,118931.2302,1,,,,,,,
661065.3317,517575.3025,2,3,Multispectral_LE07_L2SR_062113_20081118_20200912_02_T2_MTL_clip,diffuse,1,0,0,1,1,65865.55179,1,1,1,162544.1761,1,,,,,,,
2238713.849,926761.6149,5,10,Multispectral_LE07_L2SR_062113_20081220_20200912_02_T2_MTL_clip,diffuse,0,1,49727.55281,1,1,40503.29655,1,0,1,404486.2772,1,,,,,,,
6698138.261,175842.5728,4,1,Multispectral_LE07_L2SR_062113_20090105_20200912_02_T2_MTL_clip,diffuse,0,1,65591.99253,1,1,75128.31514,1,0,0,1051121.79,1,,,,,,,
,,,,Multispectral_LE07_L2SR_062113_20090121_20200912_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1846958.25,211334.1968,5,2,Multispectral_LE07_L2SR_062113_20091207_20200911_02_T2_MTL_clip,diffuse,0,1,79448.41379,1,1,74229.19283,1,0,1,503599.0177,1,,,,,,,
,,,,Multispectral_LE07_L2SR_062113_20091223_20200911_02_T2_MTL_clip,no guano,1,0,0,0,0,0,0,1,0,40444.47564,1,,,,,,,
,,,,Multispectral_LE07_L2SR_062113_20100124_20200911_02_T2_MTL_clip,no guano,1,0,0,0,0,0,0,1,0,62540.85601,1,,,,,,,
655284.3703,553407.2877,2,2,Multispectral_LE07_L2SR_062113_20101108_20200910_02_T2_MTL_clip,diffuse,0,1,79900.49963,0,1,64228.46724,1,1,0,173726.9844,1,,,,,,,
1036001.187,,2,,Multispectral_LE07_L2SR_062113_20101124_20200910_02_T2_MTL_clip,diffuse,1,1,72877.67156,1,1,62167.27456,0,1,0,320076.7445,1,,,,,,,
1525565.128,193726.5974,7,4,Multispectral_LE07_L2SR_062113_20101210_20200910_02_T2_MTL_clip,diffuse,0,1,23738.85791,1,1,12876.23806,1,0,1,550960.3999,1,,,,,,,
2788619.8,2353923.712,3,4,Multispectral_LE07_L2SR_062113_20101226_20200910_02_T2_MTL_clip,diffuse,0,1,32769.72081,1,1,22232.29858,1,0,1,1135904.442,1,,,,,,,
,,,,Multispectral_LE07_L2SR_062113_20110127_20200910_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
758881.9719,551472.1331,2,2,Multispectral_LE07_L2SR_062113_20121113_20200908_02_T2_MTL_clip,diffuse,0,1,74706.9895,1,1,84043.27472,1,0,1,266026.6221,1,,,,,,,
2102613.769,1862390.786,4,5,Multispectral_LE07_L2SR_062113_20121129_20200908_02_T2_MTL_clip,diffuse,0,1,93494.09064,1,1,83966.9474,1,0,1,514492.0583,1,,,,,,,
297608.7584,,1,,Multispectral_LE07_L2SR_062113_20121215_20200908_02_T2_MTL_clip,diffuse,1,0,0,0,0,0,0,1,0,172256.6449,1,,,,,,,
7042490.068,232684.5662,4,2,Multispectral_LE07_L2SR_062113_20130116_20200908_02_T2_MTL_clip,diffuse,0,1,56498.05097,1,1,37483.5788,1,0,1,1384369.581,1,,,,,,,
,,,,Multispectral_LE07_L2SR_062113_20130201_20200908_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
188348.8186,128397.8569,1,1,Multispectral_LE07_L2SR_063113_20000104_20200918_02_T2_MTL_clip,diffuse,0,0,0,1,0,0,1,0,1,0,0,,,,,,,
,,,,Multispectral_LE07_L2SR_063113_20000120_20200918_02_T2_MTL_clip,no guano,1,0,0,0,0,0,0,1,0,0,0,,,,,,,
1389740.226,1333013.212,1,1,Multispectral_LE07_L2SR_063113_20011122_20200917_02_T2_MTL_clip,diffuse,0,1,88016.71065,1,1,72753.27105,1,0,1,0,0,,,,,,,
947222.339,,1,,Multispectral_LE07_L2SR_063113_20021125_20200916_02_T2_MTL_clip,diffuse,1,0,0,0,0,0,0,1,0,0,0,,,,,,,
1311890.149,,1,,Multispectral_LE07_L2SR_063113_20030112_20200916_02_T2_MTL_clip,diffuse,1,1,57654.51267,0,0,0,0,1,0,0,0,,,,,,,
,,,,Multispectral_LE07_L2SR_063113_20050117_20200915_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1997710.424,917851.3516,3,6,Multispectral_LE07_L2SR_063113_20061206_20200913_02_T2_MTL_clip,diffuse,0,1,53964.36799,1,1,32546.82782,1,0,1,1926549.207,1,,,,,,,
2188061.701,1343475.68,3,6,Multispectral_LE07_L2SR_063113_20061222_20200913_02_T2_MTL_clip,diffuse,0,1,74664.90937,1,1,66103.0705,1,0,1,1192625.559,1,,,,,,,
1551992.253,233216.1795,2,5,Multispectral_LE07_L2SR_063113_20070107_20200913_02_T2_MTL_clip,diffuse,0,1,31350.43503,1,1,21138.05727,1,0,1,1420692.9,1,,,,,,,
325329.8319,,2,,Multispectral_LE07_L2SR_063113_20070123_20200913_02_T2_MTL_clip,diffuse,1,1,36428.32225,0,0,0,0,1,0,269340.0066,1,,,,,,,
,,,,Multispectral_LE07_L2SR_063113_20070208_20200913_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
589436.6093,596086.6004,2,2,Multispectral_LE07_L2SR_063113_20071123_20200913_02_T2_MTL_clip,diffuse,0,1,40171.02427,1,1,31545.91976,1,0,1,386448.7402,1,,,,,,,
1160126.426,,3,,Multispectral_LE07_L2SR_063113_20071225_20200913_02_T2_MTL_clip,diffuse,1,1,42662.66467,1,0,0,0,1,0,673805.5739,1,,,,,,,
,,,,Multispectral_LE07_L2SR_063113_20080126_20200912_02_T2_MTL_clip,no guano,1,0,0,0,1,85519.2127,0,1,0,644999.5634,1,,,,,,,
200378.7083,278954.5739,1,2,Multispectral_LE07_L2SR_063113_20081109_20200912_02_T2_MTL_clip,diffuse,0,1,70144.22502,0,1,77630.59475,1,0,1,183460.1558,1,,,,,,,
662386.686,270871.4562,2,1,Multispectral_LE07_L2SR_063113_20081125_20200912_02_T2_MTL_clip,diffuse,0,1,16579.35844,1,1,20849.65668,1,0,0,583763.358,1,,,,,,,
4867283.836,672701.4998,5,4,Multispectral_LE07_L2SR_063113_20081227_20200912_02_T2_MTL_clip,diffuse,0,1,88132.34568,1,1,53235.34818,1,0,1,2880235.667,1,,,,,,,
960683.5872,1266876.103,3,4,Multispectral_LE07_L2SR_063113_20091128_20200911_02_T2_MTL_clip,diffuse,0,1,37174.76278,1,1,22588.53072,1,0,1,848340.1492,1,,,,,,,
1170972.63,167837.7765,4,3,Multispectral_LE07_L2SR_063113_20091214_20200911_02_T2_MTL_clip,diffuse,0,1,44723.25762,1,1,49799.9629,1,0,0,1115515.983,1,,,,,,,
1316803.154,21232.02885,2,1,Multispectral_LE07_L2SR_063113_20091230_20200911_02_T2_MTL_clip,diffuse,1,1,19796.4102,1,1,15522.72833,0,1,0,718308.8992,1,,,,,,,
,,,,Multispectral_LE07_L2SR_063113_20100115_20200911_02_T2_MTL_clip,no guano,0,1,81803.40319,0,1,70988.93289,1,0,0,309991.5773,1,,,,,,,
,,,,Multispectral_LE07_L2SR_063113_20100131_20200911_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,39367.6129,1,,,,,,,
583875.8886,,2,,Multispectral_LE07_L2SR_063113_20101115_20200910_02_T2_MTL_clip,diffuse,0,1,88952.39788,1,1,105656.3475,1,0,0,341241.2931,1,,,,,,,
377440.8878,,2,,Multispectral_LE07_L2SR_063113_20101201_20200910_02_T2_MTL_clip,diffuse,1,1,88889.31111,0,1,70471.48926,0,1,0,721953.7842,1,,,,,,,
3934010.76,1379334.938,5,7,Multispectral_LE07_L2SR_063113_20101217_20200910_02_T2_MTL_clip,diffuse,0,0,0,1,1,5818.900688,1,0,1,1963017.628,1,,,,,,,
,,,,Multispectral_LE07_L2SR_063113_20110118_20200910_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
431787.9695,215435.9686,2,4,Multispectral_LE07_L2SR_063113_20111102_20200909_02_T2_MTL_clip,diffuse,0,1,73161.5193,0,1,36703.1915,1,0,1,373236.572,1,,,,,,,
876903.7266,655042.7525,3,5,Multispectral_LE07_L2SR_063113_20111118_20200909_02_T2_MTL_clip,diffuse,0,1,58937.14438,1,1,58409.58061,1,0,1,365512.1385,1,,,,,,,
391367.0553,331395.5156,2,3,Multispectral_LE07_L2SR_063113_20121104_20200908_02_T2_MTL_clip,multicluster,0,1,94240.53,0,1,60708.28941,1,0,1,238690.8376,1,,,,,,,
892000.5547,,2,,Multispectral_LE07_L2SR_063113_20121120_20200908_02_T2_MTL_clip,diffuse,1,1,1060742.241,0,0,0,0,1,0,328360.3483,1,,,,,,,
774867.3916,,2,,Multispectral_LE07_L2SR_063113_20121206_20200908_02_T2_MTL_clip,diffuse,1,0,0,0,0,0,0,1,0,965697.5465,1,,,,,,,
2472710.765,,1,,D3C1211_500005T002_a_clip_fixed,diffuse,0,1,231278.2717,1,,,,,,0,0,,,,,,,
186406.7904,,1,,D3C1216_300636F018_g_clip,single-cluster,0,1,181100.7838,0,,,,,,0,0,,,,,,,
394141.7218,,1,,DZB1211_500005L001001_a_clip,diffuse,0,1,172406.3677,1,,,,,,0,0,,,,,,,
231848.978,,1,,DZB1216_500393L004001_a_clip,single-cluster,1,1,177922.4804,0,,,,,,0,0,,,,,,,
1574202.194,,2,,LM01_L1GS_060114_19730222_20200909_02_T2_TOA_TIF_clip,diffuse,0,1,2747590,1,,,,,,0,0,,,,,,,
346716.7376,,1,,LM01_L1GS_062113_19721213_20200909_02_T2_TOA_TIF_clip,single-cluster,1,1,142261.2232,0,,,,,,0,0,,,,,,,
1282166.002,,1,,LM01_L1GS_064113_19721128_20200909_02_T2_TOA_TIF_clip,diffuse,0,1,186247.5483,1,,,,,,0,0,,,,,,,
267872.2707,,1,,LM01_L1GS_064113_19730102_20200909_02_T2_TOA_TIF_clip,diffuse,0,1,110148.3642,0,,,,,,0,0,,,,,,,
,,,,LT04_L2SR_060113_19881231_20200917_02_T2_Composite_clip,no guano,1,0,0,0,,,,,,0,0,,,,,,,
1464247.487,1158507.906,4,5,Multispectral_LT04_L2SR_060113_19881215_20200917_02_T2_MTL_clip,diffuse,0,1,81603.63924,1,1,63388.72475,1,0,1,0,0,,,,,,,
622092.4073,689930.2909,2,1,Multispectral_LT04_L2SR_062113_19891114_20200916_02_T2_MTL_clip,diffuse,0,1,114036.9216,1,1,86579.51219,1,0,1,0,0,,,,,,,
947894.1773,1389625.472,1,1,Multispectral_LT04_L2SR_062113_19900117_20200916_02_T2_MTL_clip,multicluster,0,1,87995.67252,0,1,83525.85045,1,1,1,0,0,,,,,,,
1723776.793,,1,,Multispectral_LT04_L2SR_062113_19910104_20200915_02_T2_MTL_clip,diffuse,1,0,0,0,0,0,0,1,0,0,0,,,,,,,
,,,,Multispectral_LT05_L2SR_062113_19910128_20200915_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,,,,Multispectral_LT05_L2SR_062113_19910213_20200915_02_T2_MTL_clip,no guano,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
